Data Rif;Category;Segment;Products;Customers;Regione;Provincia;Channel;Standard Units
42947;Tamponi;Blue Box;Product 5;Customer 140;Sardegna;CA;GD;60
42947;Tamponi;Blue Box;Product 5;Customer 144;Lombardia;BG;GD;1
42947;Tamponi;Blue Box;Product 5;Customer 164;Sardegna;SU;DO;72
42947;Tamponi;Blue Box;Product 6;Customer 56;Sardegna;SU;GD;24
42947;Tamponi;Blue Box;Product 6;Customer 68;Lazio;RM;DO;1
42947;Tamponi;Blue Box;Product 6;Customer 107;Lombardia;MI;INGROSSO;12
42947;Tamponi;Blue Box;Product 6;Customer 140;Sardegna;CA;GD;60
42947;Tamponi;Blue Box;Product 7;Customer 4;Lombardia;MI;DO;240
42947;Tamponi;Blue Box;Product 7;Customer 30;Piemonte;NO;GD;60
42947;Tamponi;Blue Box;Product 7;Customer 47;Emilia Romagna;RN;DO;6
42947;Tamponi;Blue Box;Product 7;Customer 67;Piemonte;NO;GD;135,99966
42947;Tamponi;Blue Box;Product 7;Customer 73;Emilia Romagna;FC;DO;6
42947;Tamponi;Compak;Product 8;Customer 4;Lombardia;MI;DO;112
42947;Tamponi;Compak;Product 8;Customer 18;Veneto;TV;GD;16
42947;Tamponi;Compak;Product 8;Customer 19;Campania;SA;INGROSSO;448
42947;Tamponi;Compak;Product 8;Customer 32;Lazio;RM;GD;112
42947;Tamponi;Compak;Product 8;Customer 32;Toscana;PI;GD;32
42947;Tamponi;Compak;Product 8;Customer 33;Marche;AN;DO;32
42947;Tamponi;Compak;Product 8;Customer 38;Piemonte;TO;GD;64
42947;Tamponi;Compak;Product 8;Customer 45;Toscana;PI;DO;112
42947;Tamponi;Compak;Product 8;Customer 46;Campania;CE;DO;16
42947;Tamponi;Compak;Product 8;Customer 47;Emilia Romagna;FC;DO;112
42947;Tamponi;Compak;Product 8;Customer 56;Sardegna;SU;GD;16
42947;Tamponi;Compak;Product 8;Customer 64;Piemonte;TO;GD;9,6
42947;Tamponi;Compak;Product 8;Customer 68;Lazio;RM;DO;0,8
42947;Tamponi;Compak;Product 8;Customer 69;Sicilia;RG;GD;112
42947;Tamponi;Compak;Product 8;Customer 82;Veneto;PD;DRUGSTORE;112
42947;Tamponi;Compak;Product 8;Customer 106;Piemonte;TO;DISCOUNT;19,2
42947;Tamponi;Compak;Product 8;Customer 107;Lombardia;MI;INGROSSO;6,4
42947;Tamponi;Compak;Product 8;Customer 128;Piemonte;AL;DISCOUNT;38,4
42947;Tamponi;Compak;Product 8;#N/D;Calabria;CZ;INGROSSO;1,6
42947;Tamponi;Compak;Product 8;Customer 140;Sardegna;CA;GD;48
42947;Tamponi;Compak;Product 8;Customer 141;Sicilia;PA;INGROSSO;16
42947;Tamponi;Compak;Product 8;Customer 147;Lazio;RM;GD;16
42947;Tamponi;Compak;Product 8;Customer 164;Sardegna;SU;DO;112
42947;Tamponi;Compak;Product 9;Customer 47;Emilia Romagna;RN;DO;4,80192
42947;Tamponi;Compak;Product 9;Customer 58;Veneto;VR;DO;126,0504
42947;Tamponi;Compak;Product 9;Customer 67;Piemonte;NO;GD;179,2
42947;Tamponi;Compak;Product 9;Customer 73;Emilia Romagna;FC;DO;4,80192
42947;Tamponi;Compak;Product 10;Customer 4;Lombardia;MI;DO;91,2
42947;Tamponi;Compak;Product 10;Customer 18;Veneto;TV;GD;30,4
42947;Tamponi;Compak;Product 10;Customer 19;Campania;SA;INGROSSO;1094,4
42947;Tamponi;Compak;Product 10;Customer 32;Lombardia;MI;GD;91,2
42947;Tamponi;Compak;Product 10;Customer 33;Marche;AN;DO;30,4
42947;Tamponi;Compak;Product 10;Customer 38;Piemonte;TO;GD;45,6
42947;Tamponi;Compak;Product 10;Customer 47;Emilia Romagna;FC;DO;91,2
42947;Tamponi;Compak;Product 10;Customer 56;Sardegna;SU;GD;15,2
42947;Tamponi;Compak;Product 10;Customer 64;Piemonte;TO;GD;14,4
42947;Tamponi;Compak;Product 10;Customer 68;Lazio;RM;DO;1,6
42947;Tamponi;Compak;Product 10;Customer 69;Sicilia;RG;GD;91,2
42947;Tamponi;Compak;Product 10;Customer 76;Marche;AP;DO;30,4
42947;Tamponi;Compak;Product 10;Customer 82;Veneto;PD;DRUGSTORE;182,4
42947;Tamponi;Compak;Product 10;Customer 88;Puglia;BT;DO;30,4
42947;Tamponi;Compak;Product 10;Customer 106;Piemonte;TO;DISCOUNT;19,2
42947;Tamponi;Compak;Product 10;Customer 107;Lombardia;MI;INGROSSO;18,4
42947;Tamponi;Compak;Product 10;Customer 128;Piemonte;AL;DISCOUNT;38,4
42947;Tamponi;Compak;Product 10;Customer 137;Veneto;TV;INGROSSO;30,4
42947;Tamponi;Compak;Product 10;#N/D;Calabria;CZ;INGROSSO;1,6
42947;Tamponi;Compak;Product 10;Customer 140;Sardegna;CA;GD;45,6
42947;Tamponi;Compak;Product 10;Customer 141;Sicilia;PA;INGROSSO;15,2
42947;Tamponi;Compak;Product 10;Customer 164;Sardegna;SU;DO;182,4
42947;Tamponi;Compak;Product 11;Customer 30;Piemonte;NO;GD;86,43456
42947;Tamponi;Compak;Product 11;Customer 47;Emilia Romagna;RN;DO;4,80192
42947;Tamponi;Compak;Product 11;Customer 58;Veneto;VR;DO;86,43456
42947;Tamponi;Compak;Product 11;Customer 67;Piemonte;NO;GD;72
42947;Tamponi;Compak;Product 11;Customer 73;Emilia Romagna;FC;DO;4,80192
42947;Tamponi;Digital;Product 13;Customer 26;Veneto;VI;DO;25,5864
42947;Tamponi;Digital;Product 13;Customer 68;Lazio;RM;DO;1,0661
42947;Tamponi;Digital;Product 13;Customer 73;Emilia Romagna;FC;DO;6,3966
42947;Tamponi;Digital;Product 13;Customer 82;Veneto;PD;DRUGSTORE;51,1728
42947;Tamponi;Digital;Product 13;Customer 147;Lazio;RM;GD;12,7932
42947;Tamponi;Digital;Product 15;Customer 26;Veneto;VI;DO;21,322
42947;Tamponi;Digital;Product 15;Customer 33;Marche;AN;DO;10,661
42947;Tamponi;Digital;Product 15;Customer 56;Calabria;CZ;GD;10,661
42947;Tamponi;Digital;Product 15;Customer 58;Veneto;VR;DO;63,966
42947;Tamponi;Digital;Product 15;Customer 68;Lazio;RM;DO;1,0661
42947;Tamponi;Digital;Product 15;Customer 73;Emilia Romagna;FC;DO;6,3966
42947;Tamponi;Digital;Product 15;Customer 80;Campania;SA;DO;10,661
42947;Tamponi;Digital;Product 15;Customer 82;Veneto;PD;DRUGSTORE;63,966
42947;Tamponi;Digital;Product 15;Customer 147;Lazio;RM;GD;10,661
42947;Tamponi;Pearl;Product 18;Customer 30;Piemonte;NO;GD;10
42947;Tamponi;Pearl;Product 18;Customer 68;Lazio;RM;DO;1
42947;Tamponi;Pearl;Product 19;Customer 30;Piemonte;NO;GD;1,80018
42947;Tamponi;Pearl;Product 19;Customer 68;Lazio;RM;DO;0,90009
42948;Tamponi;Blue Box;Product 2;Customer 46;Lazio;RM;DO;10,80108
42948;Tamponi;Compak;Product 8;Customer 147;Marche;AN;GD;16
42948;Tamponi;Compak;Product 10;Customer 147;Marche;AN;GD;15,2
42948;Tamponi;Digital;Product 13;Customer 46;Lazio;RM;DO;12,7932
42948;Tamponi;Digital;Product 13;Customer 147;Marche;AN;GD;12,7932
42948;Tamponi;Digital;Product 15;Customer 147;Marche;AN;GD;10,661
42949;Tamponi;Blue Box;Product 3;Customer 15;Sicilia;CT;INGROSSO;20
42949;Tamponi;Blue Box;Product 3;Customer 163;Friuli Venezia Giulia;PN;DO;98
42949;Tamponi;Blue Box;Product 5;Customer 15;Sicilia;CT;INGROSSO;20
42949;Tamponi;Blue Box;Product 5;Customer 163;Friuli Venezia Giulia;PN;DO;72
42949;Tamponi;Blue Box;Product 6;Customer 163;Friuli Venezia Giulia;PN;DO;72
42949;Tamponi;Blue Box;Product 7;Customer 24;Lombardia;VA;DO;60
42949;Tamponi;Blue Box;Product 7;Customer 32;Veneto;VE;GD;40
42949;Tamponi;Blue Box;Product 7;Customer 67;Toscana;FI;GD;45,33322
42949;Tamponi;Compak;Product 8;Customer 46;Lazio;RM;DO;16
42949;Tamponi;Compak;Product 8;Customer 82;Veneto;PD;DRUGSTORE;336
42949;Tamponi;Compak;Product 8;Customer 113;Sicilia;CT;GD;16
42949;Tamponi;Compak;Product 8;Customer 163;Friuli Venezia Giulia;PN;DO;112
42949;Tamponi;Compak;Product 9;Customer 54;Lombardia;MI;GD;126,0504
42949;Tamponi;Compak;Product 10;Customer 82;Veneto;PD;DRUGSTORE;273,6
42949;Tamponi;Compak;Product 10;Customer 113;Lombardia;BG;GD;15,2
42949;Tamponi;Compak;Product 10;Customer 163;Friuli Venezia Giulia;PN;DO;91,2
42949;Tamponi;Compak;Product 11;Customer 24;Lombardia;VA;DO;86,43456
42949;Tamponi;Compak;Product 11;Customer 54;Lombardia;MI;GD;86,43456
42949;Tamponi;Digital;Product 13;Customer 67;Lombardia;MI;GD;89,5524
42949;Tamponi;Digital;Product 13;Customer 82;Veneto;PD;DRUGSTORE;25,5864
42949;Tamponi;Digital;Product 13;Customer 113;Lombardia;BG;GD;12,7932
42949;Tamponi;Digital;Product 13;Customer 147;Lombardia;BS;GD;12,7932
42949;Tamponi;Digital;Product 15;Customer 67;Lombardia;MI;GD;74,627
42949;Tamponi;Digital;Product 15;Customer 82;Veneto;PD;DRUGSTORE;21,322
42949;Tamponi;Digital;Product 15;Customer 147;Lombardia;BS;GD;10,661
42949;Tamponi;Pearl;Product 18;Customer 113;Sicilia;CT;GD;10
42950;Tamponi;Blue Box;Product 2;Customer 80;Campania;SA;DO;21,60216
42950;Tamponi;Blue Box;Product 3;Customer 16;Sicilia;PA;GD;42
42950;Tamponi;Blue Box;Product 3;Customer 21;Sicilia;CL;GD;56
42950;Tamponi;Blue Box;Product 3;Customer 44;Lombardia;BG;DO;98
42950;Tamponi;Blue Box;Product 3;Customer 100;Lombardia;MI;INGROSSO;6
42950;Tamponi;Blue Box;Product 3;Customer 106;Emilia Romagna;RA;DISCOUNT;24
42950;Tamponi;Blue Box;Product 4;Customer 24;Veneto;RO;DO;24
42950;Tamponi;Blue Box;Product 4;Customer 30;Lombardia;MI;GD;96
42950;Tamponi;Blue Box;Product 4;Customer 30;Piemonte;TO;GD;96
42950;Tamponi;Blue Box;Product 4;Customer 53;Lazio;FR;GD;96
42950;Tamponi;Blue Box;Product 5;Customer 16;Sicilia;PA;GD;36
42950;Tamponi;Blue Box;Product 5;Customer 21;Sicilia;CL;GD;12
42950;Tamponi;Blue Box;Product 5;Customer 21;Toscana;SI;GD;72
42950;Tamponi;Blue Box;Product 5;Customer 106;Emilia Romagna;RA;DISCOUNT;24
42950;Tamponi;Blue Box;Product 6;Customer 21;Sicilia;CL;GD;60
42950;Tamponi;Blue Box;Product 6;Customer 80;Campania;SA;DO;36
42950;Tamponi;Blue Box;Product 6;Customer 100;Lombardia;MI;INGROSSO;7
42950;Tamponi;Blue Box;Product 7;Customer 24;Veneto;RO;DO;40
42950;Tamponi;Blue Box;Product 7;Customer 30;Lombardia;MI;GD;180
42950;Tamponi;Blue Box;Product 7;Customer 30;Piemonte;TO;GD;120
42950;Tamponi;Blue Box;Product 7;Customer 53;Lazio;FR;GD;60
42950;Tamponi;Blue Box;Product 7;Customer 160;Toscana;LI;GD;60
42950;Tamponi;Compak;Product 8;Customer 21;Toscana;SI;GD;112
42950;Tamponi;Compak;Product 8;Customer 80;Campania;SA;DO;16
42950;Tamponi;Compak;Product 8;Customer 106;Emilia Romagna;RA;DISCOUNT;19,2
42950;Tamponi;Compak;Product 8;Customer 147;Veneto;PD;GD;32
42950;Tamponi;Compak;Product 9;Customer 30;Lombardia;MI;GD;18,0072
42950;Tamponi;Compak;Product 9;Customer 160;Toscana;LI;GD;54,0216
42950;Tamponi;Compak;Product 10;Customer 80;Campania;SA;DO;15,2
42950;Tamponi;Compak;Product 10;Customer 100;Lombardia;MI;INGROSSO;20,8
42950;Tamponi;Compak;Product 10;Customer 106;Emilia Romagna;RA;DISCOUNT;19,2
42950;Tamponi;Compak;Product 10;Customer 147;Lazio;RM;GD;91,2
42950;Tamponi;Compak;Product 10;Customer 147;Veneto;PD;GD;15,2
42950;Tamponi;Compak;Product 11;Customer 30;Lombardia;MI;GD;28,81152
42950;Tamponi;Compak;Product 11;Customer 30;Piemonte;TO;GD;86,43456
42950;Tamponi;Compak;Product 11;Customer 53;Lazio;FR;GD;86,43456
42950;Tamponi;Compak;Product 11;Customer 160;Toscana;LI;GD;86,43456
42950;Tamponi;Pearl;Product 18;Customer 30;Piemonte;TO;GD;10
42951;Tamponi;Blue Box;Product 1;Customer 68;Lazio;RM;DO;2,70027
42951;Tamponi;Blue Box;Product 2;Customer 58;Veneto;VR;DO;32,40324
42951;Tamponi;Blue Box;Product 2;Customer 82;Veneto;PD;DRUGSTORE;388,83888
42951;Tamponi;Blue Box;Product 2;Customer 87;Veneto;VE;DO;28
42951;Tamponi;Blue Box;Product 2;Customer 92;Piemonte;NO;GD;32,40324
42951;Tamponi;Blue Box;Product 3;Customer 8;Calabria;CS;DO;14
42951;Tamponi;Blue Box;Product 3;Customer 68;Lazio;RM;DO;4
42951;Tamponi;Blue Box;Product 3;Customer 82;Veneto;PD;DRUGSTORE;686
42951;Tamponi;Blue Box;Product 3;Customer 92;Piemonte;NO;GD;70
42951;Tamponi;Blue Box;Product 4;Customer 30;Lazio;RM;GD;192
42951;Tamponi;Blue Box;Product 4;Customer 53;Emilia Romagna;BO;GD;192
42951;Tamponi;Blue Box;Product 4;Customer 87;Veneto;VE;DO;24
42951;Tamponi;Blue Box;Product 4;Customer 91;Veneto;VI;DO;96
42951;Tamponi;Blue Box;Product 5;Customer 8;Calabria;CS;DO;12
42951;Tamponi;Blue Box;Product 5;Customer 68;Lazio;RM;DO;4
42951;Tamponi;Blue Box;Product 5;Customer 82;Veneto;PD;DRUGSTORE;864
42951;Tamponi;Blue Box;Product 5;Customer 92;Piemonte;NO;GD;72
42951;Tamponi;Blue Box;Product 6;Customer 82;Veneto;PD;DRUGSTORE;432
42951;Tamponi;Blue Box;Product 7;Customer 30;Lazio;RM;GD;180
42951;Tamponi;Blue Box;Product 7;Customer 53;Emilia Romagna;BO;GD;300
42951;Tamponi;Blue Box;Product 7;Customer 91;Veneto;VI;DO;120
42951;Tamponi;Blue Box;Product 7;Customer 116;Veneto;VR;DO;120
42951;Tamponi;Compak;Product 8;Customer 68;Lazio;RM;DO;2,4
42951;Tamponi;Compak;Product 8;Customer 82;Veneto;PD;DRUGSTORE;560
42951;Tamponi;Compak;Product 8;Customer 92;Piemonte;NO;GD;48
42951;Tamponi;Compak;Product 9;Customer 87;Veneto;VE;DO;18,0072
42951;Tamponi;Compak;Product 10;Customer 65;Veneto;PD;DO;30,4
42951;Tamponi;Compak;Product 10;Customer 82;Veneto;PD;DRUGSTORE;547,2
42951;Tamponi;Compak;Product 10;Customer 92;Piemonte;NO;GD;91,2
42951;Tamponi;Compak;Product 10;Customer 147;Sicilia;CT;GD;15,2
42951;Tamponi;Compak;Product 11;Customer 30;Lazio;RM;GD;172,86912
42951;Tamponi;Compak;Product 11;Customer 53;Emilia Romagna;BO;GD;432,1728
42951;Tamponi;Digital;Product 13;Customer 68;Lazio;RM;DO;3,1983
42951;Tamponi;Digital;Product 13;Customer 82;Veneto;PD;DRUGSTORE;25,5864
42951;Tamponi;Digital;Product 13;Customer 92;Piemonte;NO;GD;12,7932
42951;Tamponi;Digital;Product 15;Customer 68;Lazio;RM;DO;3,1983
42951;Tamponi;Digital;Product 15;Customer 82;Veneto;PD;DRUGSTORE;21,322
42951;Tamponi;Digital;Product 15;Customer 92;Piemonte;NO;GD;10,661
42951;Tamponi;Pearl;Product 18;Customer 68;Lazio;RM;DO;2
42951;Tamponi;Pearl;Product 19;Customer 68;Lazio;RM;DO;1,80018
42954;Tamponi;Blue Box;Product 1;Customer 137;Veneto;TV;INGROSSO;32,40324
42954;Tamponi;Blue Box;Product 2;Customer 30;Piemonte;NO;GD;97,20972
42954;Tamponi;Blue Box;Product 2;Customer 56;Calabria;CZ;GD;10,80108
42954;Tamponi;Blue Box;Product 2;Customer 70;Veneto;VE;DO;54,0054
42954;Tamponi;Blue Box;Product 3;Customer 45;Liguria;SV;DO;98
42954;Tamponi;Blue Box;Product 3;Customer 46;Sicilia;PA;DO;28
42954;Tamponi;Blue Box;Product 3;Customer 75;Puglia;FG;GD;98
42954;Tamponi;Blue Box;Product 3;Customer 113;Basilicata;PZ;GD;42
42954;Tamponi;Blue Box;Product 3;Customer 118;Lombardia;MI;DISCOUNT;72
42954;Tamponi;Blue Box;Product 3;Customer 137;Veneto;TV;INGROSSO;42
42954;Tamponi;Blue Box;Product 3;Customer 147;Lazio;RM;GD;28
42954;Tamponi;Blue Box;Product 3;Customer 147;Marche;AN;GD;52
42954;Tamponi;Blue Box;Product 4;Customer 4;Lombardia;MI;DO;96
42954;Tamponi;Blue Box;Product 4;Customer 30;Piemonte;NO;GD;96
42954;Tamponi;Blue Box;Product 4;Customer 30;Piemonte;TO;GD;96
42954;Tamponi;Blue Box;Product 4;Customer 53;Emilia Romagna;MO;GD;192
42954;Tamponi;Blue Box;Product 4;Customer 70;Veneto;VE;DO;48
42954;Tamponi;Blue Box;Product 4;Customer 91;Umbria;PG;DO;12
42954;Tamponi;Blue Box;Product 5;Customer 45;Emilia Romagna;MO;DO;72
42954;Tamponi;Blue Box;Product 5;Customer 45;Liguria;SV;DO;72
42954;Tamponi;Blue Box;Product 5;Customer 45;Toscana;PI;DO;144
42954;Tamponi;Blue Box;Product 5;Customer 46;Sicilia;PA;DO;24
42954;Tamponi;Blue Box;Product 5;Customer 75;Puglia;FG;GD;72
42954;Tamponi;Blue Box;Product 5;Customer 118;Lombardia;MI;DISCOUNT;72
42954;Tamponi;Blue Box;Product 5;Customer 137;Veneto;TV;INGROSSO;24
42954;Tamponi;Blue Box;Product 5;Customer 147;Marche;AN;GD;96
42954;Tamponi;Blue Box;Product 6;Customer 35;Abruzzo;PE;DRUGSTORE;576
42954;Tamponi;Blue Box;Product 6;Customer 56;Calabria;CZ;GD;12
42954;Tamponi;Blue Box;Product 6;Customer 75;Puglia;FG;GD;24
42954;Tamponi;Blue Box;Product 7;Customer 4;Lombardia;MI;DO;120
42954;Tamponi;Blue Box;Product 7;Customer 30;Piemonte;NO;GD;120
42954;Tamponi;Blue Box;Product 7;Customer 30;Piemonte;TO;GD;120
42954;Tamponi;Blue Box;Product 7;Customer 53;Emilia Romagna;MO;GD;360
42954;Tamponi;Blue Box;Product 7;Customer 56;Calabria;CZ;GD;10
42954;Tamponi;Blue Box;Product 7;Customer 70;Veneto;VE;DO;60
42954;Tamponi;Blue Box;Product 7;Customer 91;Umbria;PG;DO;10
42954;Tamponi;Compak;Product 8;Customer 56;Calabria;CZ;GD;16
42954;Tamponi;Compak;Product 8;Customer 75;Puglia;FG;GD;112
42954;Tamponi;Compak;Product 8;Customer 118;Lombardia;MI;DISCOUNT;57,6
42954;Tamponi;Compak;Product 8;Customer 137;Veneto;TV;INGROSSO;16
42954;Tamponi;Compak;Product 8;Customer 147;Lazio;RM;GD;16
42954;Tamponi;Compak;Product 8;Customer 147;Marche;AN;GD;12,8
42954;Tamponi;Compak;Product 9;Customer 30;Lazio;RM;GD;18,0072
42954;Tamponi;Compak;Product 9;Customer 91;Umbria;PG;DO;18,0072
42954;Tamponi;Compak;Product 10;Customer 4;Lombardia;MI;DO;91,2
42954;Tamponi;Compak;Product 10;Customer 45;Emilia Romagna;MO;DO;91,2
42954;Tamponi;Compak;Product 10;Customer 45;Liguria;SV;DO;91,2
42954;Tamponi;Compak;Product 10;Customer 56;Calabria;CZ;GD;15,2
42954;Tamponi;Compak;Product 10;Customer 75;Puglia;FG;GD;91,2
42954;Tamponi;Compak;Product 10;Customer 118;Lombardia;MI;DISCOUNT;57,6
42954;Tamponi;Compak;Product 10;Customer 147;Marche;AN;GD;12,8
42954;Tamponi;Compak;Product 11;Customer 30;Piemonte;NO;GD;86,43456
42954;Tamponi;Compak;Product 11;Customer 30;Piemonte;TO;GD;86,43456
42954;Tamponi;Compak;Product 11;Customer 53;Emilia Romagna;MO;GD;86,43456
42954;Tamponi;Compak;Product 11;Customer 70;Veneto;VE;DO;86,43456
42954;Tamponi;Compak;Product 11;Customer 91;Umbria;PG;DO;14,40576
42954;Tamponi;Digital;Product 13;Customer 56;Calabria;CZ;GD;12,7932
42954;Tamponi;Digital;Product 15;Customer 46;Sicilia;PA;DO;31,983
42954;Tamponi;Digital;Product 15;Customer 56;Calabria;CZ;GD;21,322
42954;Tamponi;Digital;Product 15;Customer 91;Umbria;PG;DO;10,661
42954;Tamponi;Pearl;Product 18;Customer 30;Lazio;RM;GD;10
42954;Tamponi;Pearl;Product 19;Customer 30;Piemonte;NO;GD;0,90009
42954;Tamponi;Pearl;Product 19;Customer 30;Piemonte;TO;GD;0,90009
42955;Tamponi;Blue Box;Product 3;Customer 27;Veneto;VE;DO;28
42955;Tamponi;Blue Box;Product 3;Customer 85;Piemonte;TO;GD;1
42955;Tamponi;Blue Box;Product 3;Customer 98;Lombardia;BS;GD;98
42955;Tamponi;Blue Box;Product 3;Customer 113;Lombardia;BG;GD;59
42955;Tamponi;Blue Box;Product 3;Customer 117;Piemonte;CN;DO;98
42955;Tamponi;Blue Box;Product 3;Customer 147;Lombardia;BS;GD;6
42955;Tamponi;Blue Box;Product 3;Customer 158;Lombardia;MI;DO;98
42955;Tamponi;Blue Box;Product 5;Customer 27;Veneto;VE;DO;72
42955;Tamponi;Blue Box;Product 5;Customer 113;Lombardia;BG;GD;63
42955;Tamponi;Blue Box;Product 5;Customer 117;Piemonte;CN;DO;72
42955;Tamponi;Blue Box;Product 5;Customer 139;Sicilia;PA;INGROSSO;72
42955;Tamponi;Blue Box;Product 5;Customer 147;Lombardia;BS;GD;6
42955;Tamponi;Blue Box;Product 5;Customer 158;Lombardia;MI;DO;216
42955;Tamponi;Blue Box;Product 7;Customer 4;Lombardia;MI;DO;480
42955;Tamponi;Blue Box;Product 7;Customer 30;Piemonte;NO;GD;180
42955;Tamponi;Blue Box;Product 7;Customer 32;Lombardia;MI;GD;60
42955;Tamponi;Blue Box;Product 7;Customer 53;Emilia Romagna;BO;GD;120
42955;Tamponi;Blue Box;Product 7;Customer 67;Lombardia;MI;GD;67,99983
42955;Tamponi;Blue Box;Product 7;Customer 87;Veneto;VE;DO;20
42955;Tamponi;Compak;Product 8;Customer 46;Lazio;RM;DO;16
42955;Tamponi;Compak;Product 8;Customer 85;Piemonte;TO;GD;0,8
42955;Tamponi;Compak;Product 8;Customer 113;Lombardia;BG;GD;1,6
42955;Tamponi;Compak;Product 8;Customer 147;Lombardia;BS;GD;19,2
42955;Tamponi;Compak;Product 9;Customer 67;Lombardia;MI;GD;89,6
42955;Tamponi;Compak;Product 9;Customer 87;Veneto;VE;DO;18,0072
42955;Tamponi;Compak;Product 10;Customer 85;Piemonte;TO;GD;0,8
42955;Tamponi;Compak;Product 10;Customer 113;Lombardia;BG;GD;16,8
42955;Tamponi;Compak;Product 10;Customer 117;Piemonte;CN;DO;30,4
42955;Tamponi;Compak;Product 10;Customer 147;Lombardia;BS;GD;3,2
42955;Tamponi;Compak;Product 11;Customer 67;Lombardia;MI;GD;72
42955;Tamponi;Compak;Product 11;Customer 87;Veneto;VE;DO;28,81152
42955;Tamponi;Digital;Product 13;Customer 139;Sicilia;PA;INGROSSO;38,3796
42955;Tamponi;Digital;Product 13;Customer 147;Lombardia;BS;GD;12,7932
42955;Tamponi;Digital;Product 15;Customer 113;Lombardia;BG;GD;21,322
42955;Tamponi;Digital;Product 15;Customer 139;Sicilia;PA;INGROSSO;31,983
42956;Tamponi;Blue Box;Product 1;Customer 15;Trentino Alto Adige;BZ;INGROSSO;15,30153
42956;Tamponi;Blue Box;Product 2;Customer 73;Lombardia;CR;DO;54,0054
42956;Tamponi;Blue Box;Product 2;Customer 105;Toscana;SI;DRUGSTORE;32,40324
42956;Tamponi;Blue Box;Product 2;Customer 122;Campania;CE;DO;21,60216
42956;Tamponi;Blue Box;Product 3;Customer 21;Calabria;CZ;GD;14
42956;Tamponi;Blue Box;Product 3;Customer 33;Marche;AN;DO;70
42956;Tamponi;Blue Box;Product 3;Customer 106;Toscana;PI;DISCOUNT;24
42956;Tamponi;Blue Box;Product 3;Customer 113;Sardegna;CA;GD;3
42956;Tamponi;Blue Box;Product 4;Customer 66;Sicilia;RG;GD;24
42956;Tamponi;Blue Box;Product 4;Customer 73;Lombardia;CR;DO;192
42956;Tamponi;Blue Box;Product 4;Customer 159;Toscana;FI;GD;96
42956;Tamponi;Blue Box;Product 5;Customer 15;Trentino Alto Adige;BZ;INGROSSO;12
42956;Tamponi;Blue Box;Product 5;Customer 33;Marche;AN;DO;72
42956;Tamponi;Blue Box;Product 5;Customer 64;Valle d'Aosta;AO;GD;1
42956;Tamponi;Blue Box;Product 5;Customer 105;Toscana;SI;DRUGSTORE;36
42956;Tamponi;Blue Box;Product 5;Customer 106;Toscana;PI;DISCOUNT;24
42956;Tamponi;Blue Box;Product 5;Customer 113;Sardegna;CA;GD;3
42956;Tamponi;Blue Box;Product 7;Customer 36;Valle d'Aosta;AO;DO;10
42956;Tamponi;Blue Box;Product 7;Customer 66;Sicilia;RG;GD;60
42956;Tamponi;Blue Box;Product 7;Customer 73;Lombardia;CR;DO;180
42956;Tamponi;Compak;Product 8;Customer 64;Valle d'Aosta;AO;GD;1,6
42956;Tamponi;Compak;Product 8;Customer 66;Sicilia;RG;GD;48
42956;Tamponi;Compak;Product 8;Customer 105;Toscana;SI;DRUGSTORE;32
42956;Tamponi;Compak;Product 8;Customer 106;Toscana;PI;DISCOUNT;19,2
42956;Tamponi;Compak;Product 8;Customer 113;Sardegna;CA;GD;1,6
42956;Tamponi;Compak;Product 8;Customer 122;Campania;CE;DO;64
42956;Tamponi;Compak;Product 9;Customer 36;Valle d'Aosta;AO;DO;18,0072
42956;Tamponi;Compak;Product 9;Customer 54;Lombardia;MI;GD;126,0504
42956;Tamponi;Compak;Product 9;Customer 73;Lombardia;CR;DO;252,1008
42956;Tamponi;Compak;Product 10;Customer 66;Sicilia;RG;GD;91,2
42956;Tamponi;Compak;Product 10;Customer 105;Toscana;SI;DRUGSTORE;30,4
42956;Tamponi;Compak;Product 10;Customer 106;Toscana;PI;DISCOUNT;19,2
42956;Tamponi;Compak;Product 10;Customer 113;Sardegna;CA;GD;1,6
42956;Tamponi;Compak;Product 10;Customer 122;Campania;CE;DO;30,4
42956;Tamponi;Compak;Product 11;Customer 36;Valle d'Aosta;AO;DO;14,40576
42956;Tamponi;Compak;Product 11;Customer 54;Lombardia;MI;GD;86,43456
42956;Tamponi;Compak;Product 11;Customer 73;Lombardia;CR;DO;259,30368
42956;Tamponi;Digital;Product 13;Customer 36;Valle d'Aosta;AO;DO;6,3966
42956;Tamponi;Digital;Product 15;Customer 36;Valle d'Aosta;AO;DO;6,3966
42956;Tamponi;Digital;Product 15;Customer 54;Lombardia;MI;GD;213,22
42957;Tamponi;Blue Box;Product 2;Customer 73;Lombardia;CR;DO;54,0054
42957;Tamponi;Blue Box;Product 3;Customer 20;Sicilia;EN;DO;98
42957;Tamponi;Blue Box;Product 3;Customer 88;Puglia;BT;DO;42
42957;Tamponi;Blue Box;Product 3;Customer 91;Emilia Romagna;FC;DO;98
42957;Tamponi;Blue Box;Product 3;Customer 106;Puglia;BA;DISCOUNT;24
42957;Tamponi;Blue Box;Product 3;Customer 113;Basilicata;PZ;GD;3
42957;Tamponi;Blue Box;Product 3;Customer 118;Campania;CE;DISCOUNT;120
42957;Tamponi;Blue Box;Product 5;Customer 20;Sicilia;EN;DO;72
